age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
39,2,972604,1187420,3,2,0,1
32,1,774276,984876,10,4,0,0
38,1,589836,765600,2,2,0,0
36,1,684348,1048416,14,6,0,0
33,2,604168,830768,5,4,0,1
29,1,746556,1061964,0,0,0,0
38,2,683508,780000,3,3,0,0
41,1,814584,1182804,0,0,0,0
36,2,526188,734640,5,4,0,0
34,1,715708,642668,3,2,0,1
45,2,506520,840552,6,0,0,0
53,1,888028,862088,7,4,0,1
24,1,467268,731172,2,0,0,0
40,2,912948,1128000,3,2,0,0
25,2,825804,1282188,0,0,0,0
46,2,781108,744056,3,2,0,1
49,2,868732,830756,15,5,0,1
34,2,578728,656120,6,4,0,1
31,2,447544,401456,3,2,0,1
45,2,472728,774840,2,0,0,0
45,2,1518612,2269560,5,3,0,0
26,1,562188,828948,0,0,0,0
45,1,586788,1036128,13,7,0,0
44,1,883828,864164,3,2,0,1
28,2,909012,1255092,0,0,0,0
39,1,544188,752580,0,0,0,0
52,2,883828,847124,9,5,0,1
43,1,316608,773520,10,4,0,0
32,2,244788,726000,0,0,0,0
30,2,810556,1134752,3,2,0,1
53,2,693508,846200,5,2,0,1
49,2,770556,1045332,3,2,0,0
33,2,1087432,1259036,6,5,0,1
49,2,613272,985560,0,0,0,0
46,2,431424,804000,4,2,0,0
26,1,735072,876000,0,0,0,0
33,1,718324,646160,5,2,0,1
44,2,696168,811968,0,0,0,0
31,2,781108,742256,3,2,0,1
41,2,802156,964580,3,2,0,1
47,2,719200,613208,6,5,0,1
34,2,348336,765528,3,0,0,0
38,2,810484,842936,7,5,0,1
41,2,802588,820796,3,2,0,1
33,2,784156,734000,3,2,0,1
39,2,912184,878000,9,4,0,1
41,1,786000,941352,2,2,0,0
45,2,1012012,1158200,5,4,0,1
50,2,861364,870932,3,2,0,1
27,1,861804,1229016,0,0,0,0
41,1,819364,742868,3,2,0,1
48,2,514920,851928,2,2,0,0
43,2,544188,835968,0,0,0,0
48,2,318492,806700,0,0,0,0
35,1,407808,889164,7,2,0,0
27,2,719364,1283400,0,0,0,0
41,1,772156,1001012,5,4,0,1
40,2,866584,1056500,3,2,0,1
34,2,1269880,1496000,6,5,0,1
47,1,664080,791820,0,0,0,0
45,1,723756,830964,6,3,0,0
38,1,741204,966192,3,3,0,0
40,1,666156,808656,0,0,0,0
44,1,943804,911900,3,2,0,1
35,2,727764,941352,0,0,0,0
46,2,428892,791208,3,3,0,0
31,1,890584,1084340,3,2,0,1
52,1,825364,741560,3,2,0,1
32,1,984396,1359792,0,0,0,0
38,1,971476,964496,18,7,0,1
34,2,552588,813600,2,0,0,0
36,1,770556,939480,0,0,0,0
34,2,900028,860504,6,4,0,1
35,2,796584,1021872,0,0,0,0
49,1,662556,802188,7,4,0,0
37,2,612936,824172,0,0,0,0
28,1,709908,841572,7,2,0,0
47,2,931804,1044776,15,5,0,1
49,2,754000,698000,5,2,0,1
38,1,979600,980000,3,2,0,1
36,2,687108,986064,0,0,0,0
40,2,961804,1325120,3,2,0,1
28,1,582588,814344,5,2,0,0
26,2,796584,1255332,0,0,0,0
44,2,350368,820700,3,2,0,1
36,2,1071832,1434608,3,2,0,1
53,1,824164,736400,3,2,0,1
45,2,1145880,2132520,3,2,0,0
35,1,745156,669176,5,4,0,1
36,1,513720,753696,0,0,0,0
38,1,696156,894000,0,0,0,0
35,1,824316,1275156,7,5,0,0
47,2,696156,899616,0,0,0,0
52,2,674188,807452,3,2,0,1
45,1,618636,808368,2,2,0,0
42,2,917980,1055996,3,2,0,1
50,1,818668,784388,8,5,0,1
46,2,799108,766112,3,2,0,1
38,2,648156,926064,2,2,0,0
28,2,576588,669240,6,3,0,0
42,2,948132,1141056,0,0,0,0
46,2,897028,1149452,3,2,0,1
45,2,912948,1352136,8,6,1,0
31,1,444468,614652,0,0,0,0
35,2,568188,985872,0,0,0,0
49,2,761740,774560,3,2,0,1
43,2,629740,766808,11,5,0,1
38,1,597636,852000,2,2,0,0
39,1,662556,812400,4,2,0,0
32,1,778876,709136,5,4,0,1
33,2,603636,937200,2,2,0,0
55,1,790108,783932,3,2,0,1
42,2,632436,777720,3,2,0,0
41,2,574140,654960,5,3,0,0
33,1,841476,1154532,3,3,0,0
43,1,784428,961272,0,0,0,0
40,1,737236,690200,3,2,0,1
49,1,676956,773088,3,2,0,0
39,1,860628,1132836,5,4,0,0
47,2,591120,959520,0,0,0,0
43,2,452368,737528,3,2,0,1
28,1,761796,914400,0,0,0,0
40,1,520728,813288,3,2,0,0
41,2,786556,690884,3,2,0,1
31,2,784108,721196,3,2,0,1
36,2,667908,861144,3,0,0,0
33,1,806800,805964,3,2,0,1
40,2,780556,680000,3,2,0,1
54,2,715636,684596,5,2,0,1
24,2,704520,828360,0,0,0,0
31,1,792400,754976,3,2,0,1
42,2,941476,908000,3,2,0,1
46,1,831556,782000,12,8,0,1
32,2,246888,602604,3,0,0,0
28,2,698724,920772,0,0,0,0
45,2,931876,1010276,8,6,0,1
29,2,792024,1230876,0,0,0,0
42,1,1245880,1715744,5,4,0,1
27,2,663108,871044,3,3,0,0
42,1,703908,872700,8,6,0,0
33,2,797628,1199940,2,2,0,0
42,1,903784,932000,3,2,0,1
35,1,656188,795788,3,2,0,1
36,1,772708,734360,3,2,0,1
53,1,674188,661724,12,7,0,1
42,2,673980,1093824,0,0,0,0
45,2,541188,870012,11,3,0,0
43,2,481248,1179720,0,0,0,0
32,1,650556,830280,2,2,0,0
49,2,819364,852728,3,2,0,1
26,1,760884,918000,0,0,0,0
49,2,671508,830400,0,0,0,0
29,2,623928,788064,0,0,0,0
25,1,651108,967560,0,0,0,0
34,2,762588,905304,2,0,0,0
44,1,615636,879600,2,0,0,0
25,1,642936,885600,0,0,0,0
31,1,818476,760136,3,2,0,1
35,1,770556,831864,9,5,0,0
42,2,740556,1075608,8,5,0,0
30,2,609928,651200,3,2,0,1
46,2,514728,821880,16,7,0,0
40,1,689752,703592,3,2,0,1
32,2,666156,919440,4,3,0,0
40,1,799428,967692,0,0,0,0
44,2,988948,1211600,6,5,0,1
37,2,706936,796016,3,2,0,1
27,1,715356,830496,0,0,0,0
29,2,657108,804444,0,0,0,0
40,1,684708,811620,0,0,0,0
34,1,846556,750848,3,2,0,1
50,2,758308,680144,16,12,0,1
48,2,625236,896916,11,5,0,0
45,2,722556,851124,11,3,0,0
40,2,774376,715880,13,6,1,1
27,1,660396,827100,0,0,0,0
48,1,770556,888000,0,0,0,0
28,2,609636,787584,2,2,0,0
32,2,988276,1120448,3,2,0,1
41,2,1049868,1334028,8,2,0,0
44,2,681108,861252,7,3,0,0
49,2,733336,703400,5,4,0,1
37,2,747556,795548,3,2,0,1
47,1,667908,784416,2,0,0,0
42,2,651828,922200,5,5,0,0
40,1,564208,572000,3,2,0,1
30,1,877476,1367952,0,0,0,0
41,2,703636,671120,3,2,0,1
25,1,722556,819960,2,2,0,0
44,2,862800,1113180,10,2,0,0
31,2,876028,843548,5,4,0,1
40,1,1518612,2280804,2,2,0,0
28,2,603636,740820,0,0,0,0
50,2,571140,747204,0,0,0,0
48,1,642936,736980,2,2,0,0
33,2,627636,940728,0,0,0,0
43,2,757588,719576,3,2,0,1
51,2,1092232,1191800,3,2,0,1
48,2,954676,1066952,3,2,0,1
28,1,777600,961200,0,0,0,0
44,2,795508,748436,5,4,0,1
37,2,729736,712544,3,2,0,1
37,1,434148,840240,2,2,0,0
40,2,606936,802596,3,2,0,0
36,2,471240,726600,2,2,0,0
47,2,834556,750776,16,5,0,1
38,2,826564,842972,3,2,0,1
36,2,580140,858000,2,2,0,0
35,1,588588,820188,4,2,0,0
35,2,747424,728000,3,2,0,1
28,1,686556,810000,0,0,0,0
39,1,919888,895388,3,2,0,1
44,2,1151440,1314800,3,2,0,1
28,2,780828,1181928,0,0,0,0
45,2,715636,665396,3,2,0,1
43,2,849804,1187952,5,2,0,0
45,2,828556,744932,7,4,0,1
28,2,633636,814800,0,0,0,0
47,1,699108,870012,2,0,0,0
45,1,756012,887016,0,0,0,0
42,1,586188,810252,0,0,0,0
42,2,564828,813816,6,5,0,0
34,2,734556,848400,3,2,0,0
26,1,665424,895896,2,2,0,0
31,2,834204,1132836,14,4,0,0
33,2,1038016,1289084,3,2,0,1
30,2,381768,851544,0,0,0,0
45,1,425268,552000,3,2,0,0
38,1,455268,972000,0,0,0,0
48,2,663108,835788,8,5,0,0
32,2,992232,1132992,0,0,0,0
25,1,490428,868656,3,0,0,0
32,2,678108,854616,0,0,0,0
31,1,725128,797540,3,2,0,1
28,2,634836,754944,2,0,0,0
38,1,467268,795600,0,0,0,0
47,2,724956,877836,0,0,0,0
45,1,727036,765848,3,2,0,1
35,2,632188,800468,3,2,0,1
40,2,663108,778224,2,0,0,0
47,1,474172,396788,5,2,0,1
45,2,514728,795396,5,2,0,0
43,2,831556,799748,7,4,0,1
45,1,843280,854684,12,7,0,1
43,2,751636,677840,6,2,0,1
32,1,696156,866484,2,0,0,0
44,2,1015440,1440000,4,2,0,0
35,2,784156,691844,3,2,0,1
55,2,799108,711308,3,2,0,1
37,2,599736,790836,0,0,0,0
54,1,800956,743432,18,10,0,1
43,2,457120,887312,3,2,0,1
39,2,752376,993012,0,0,0,0
36,2,603036,752544,2,2,0,0
29,1,461784,702024,0,0,0,0
44,1,678708,859584,0,0,0,0
33,2,449268,707580,3,2,0,0
38,2,614728,752000,3,2,0,1
46,2,600036,788244,4,0,0,0
38,2,643536,823584,0,0,0,0
49,2,933012,1355724,0,0,0,0
33,1,624820,683708,3,2,0,1
39,1,699156,896784,0,0,0,0
44,1,639636,970632,0,0,0,0
40,1,784000,733916,14,10,0,1
46,1,900948,1096296,2,2,0,0
29,2,600216,1093956,0,0,0,0
31,1,1215316,1512092,3,2,0,1
28,2,603636,873264,0,0,0,0
49,2,709764,828828,2,2,0,0
42,2,843556,747956,5,2,0,1
53,2,715636,618848,5,2,0,1
52,2,943804,938972,8,6,1,1
49,2,740536,630920,6,4,0,1
35,2,809004,1179720,2,2,0,0
28,2,1138968,1914072,0,0,0,0
25,1,722556,950400,0,0,0,0
39,1,266892,740760,5,2,0,0
41,2,829476,1137324,0,0,0,0
35,1,609636,783312,0,0,0,0
32,2,819364,831080,3,2,0,1
31,2,558828,766140,0,0,0,0
31,1,645108,829284,4,4,0,0
46,1,770556,1002504,3,3,0,0
30,1,953476,1726760,3,2,0,1
41,1,676956,1058664,0,0,0,0
39,2,520728,774600,0,0,0,0
45,1,736936,647624,3,2,0,1
37,2,538188,706200,8,2,0,0
32,1,752652,874812,11,7,0,0
40,2,624084,822360,0,0,0,0
33,2,861556,977432,3,2,0,1
49,1,774688,716000,3,2,0,1
31,1,892984,833900,3,2,0,1
30,1,773908,725492,5,4,0,1
38,1,882028,968132,3,2,0,1
36,1,1152060,1960620,0,0,0,0
45,2,737196,1031412,0,0,0,0
40,2,761364,873720,2,0,0,0
48,2,682588,655292,9,4,0,1
48,2,461700,741444,0,0,0,0
48,1,764028,830400,8,4,0,0
48,2,1039348,1113848,5,2,0,1
25,2,651636,957060,0,0,0,0
42,2,867364,1096280,3,2,0,1
47,2,684544,703748,3,2,0,1
39,1,810556,788732,14,9,0,1
45,2,667188,928200,15,10,0,0
40,2,717600,882888,8,2,0,0
33,1,693108,930960,2,2,0,0
33,2,1055596,1190000,3,2,0,1
28,1,614772,750480,0,0,0,0
27,1,746556,892200,2,2,0,0
43,1,575388,808308,0,0,0,0
41,2,693108,836892,3,3,0,0
45,1,394704,562656,2,2,0,0
33,2,858556,806180,9,6,0,1
53,2,948604,888560,19,7,0,1
47,2,914584,1156400,3,2,0,1
38,1,562188,1212000,3,3,0,0
41,2,654988,732308,5,4,0,1
32,1,519268,751700,3,2,0,1
37,1,407808,836880,0,0,0,0
37,2,770556,975264,7,5,0,0
29,1,623964,1192800,0,0,0,0
43,1,606936,929916,6,3,0,0
40,2,623788,760352,3,2,0,1
27,1,719364,870000,2,2,0,0
41,2,736456,763520,3,2,0,1
41,2,716244,1087212,2,0,0,0
31,1,834276,941040,4,0,0,0
49,2,830028,1171536,4,4,0,0
45,2,582024,839172,0,0,0,0
48,2,874984,891200,3,2,0,1
29,1,663024,840000,0,0,0,0
53,2,669988,714536,3,2,0,1
40,1,687108,882000,5,2,0,0
47,2,562188,872940,6,0,0,0
30,1,581988,881676,2,0,0,0
40,2,753384,933528,2,2,0,0
53,2,712936,646232,9,6,0,1
48,2,791028,954468,3,0,0,0
49,2,749308,790400,3,2,0,1
46,2,485520,757080,18,7,1,0
50,2,729136,668000,6,5,1,1
38,1,662188,654584,8,7,0,1
44,2,708156,848112,0,0,0,0
24,1,953232,1306140,0,0,0,0
36,2,435300,1137816,0,0,0,0
52,2,680188,740864,3,2,0,1
49,2,411120,978204,0,0,0,0
45,2,796636,782348,5,2,0,1
52,2,961804,1121852,7,4,0,1
36,2,586188,897384,4,3,0,0
37,2,713532,850560,9,6,0,0
27,1,636948,925800,0,0,0,0
33,2,663108,1010532,0,0,0,0
45,2,764964,870000,0,0,0,0
40,1,745636,797684,5,4,0,1
44,2,791940,959940,0,0,0,0
31,2,863356,866000,3,2,0,1
45,2,753756,961392,14,2,0,0
45,1,395808,809148,0,0,0,0
40,1,657108,797580,0,0,0,0
34,2,606636,780168,7,4,0,0
38,1,799108,742148,3,2,0,1
40,1,767356,740000,7,5,0,1
27,2,612936,850440,4,3,0,0
37,2,602436,735804,5,3,1,0
39,2,775108,706616,3,2,0,1
46,1,550188,938244,0,0,0,0
44,2,796584,918276,0,0,0,0
38,1,577600,665528,8,6,0,1
45,2,651108,769572,5,2,0,0
52,1,949804,941000,3,2,0,1
33,2,1080232,1157072,3,2,0,1
38,2,608916,909924,5,0,0,0
41,1,947476,902744,6,5,0,1
41,2,633876,860760,0,0,0,0
37,2,743364,849888,3,3,0,0
32,1,802156,761600,3,2,0,1
25,1,715764,835416,0,0,0,0
52,1,792724,765752,5,4,0,1
46,1,513808,762536,6,5,0,1
27,2,853476,1367808,3,3,0,0
48,2,671508,819720,2,2,0,0
48,1,600936,893496,3,2,0,0
50,1,940204,975428,3,2,0,1
51,1,744556,733148,6,5,0,1
26,1,798912,969804,0,0,0,0
45,2,502728,752736,6,4,0,0
42,1,778584,949800,4,0,0,0
35,2,740716,882344,3,2,0,1
27,1,696156,838896,2,0,0,0
35,1,754956,900000,6,6,0,0
37,2,758556,868968,7,2,0,0
33,1,612036,843000,3,3,0,0
32,1,464088,791100,2,2,0,0
36,2,574188,721524,2,0,0,0
37,2,992232,1372380,0,0,0,0
45,1,628588,663896,6,5,0,1
34,2,776028,1007628,0,0,0,0
31,1,695236,654992,3,2,0,1
42,2,696708,790140,8,4,0,0
43,2,745764,857376,0,0,0,0
36,1,627336,792000,0,0,0,0
37,1,794028,900000,2,2,0,0
25,1,866604,1226880,0,0,0,0
47,2,769756,725216,3,2,0,1
33,1,757108,728000,3,2,0,1
32,1,630036,773304,0,0,0,0
37,2,712936,676832,3,2,0,1
29,2,705108,984000,4,3,0,0
54,2,861556,817832,5,4,0,1
39,1,501264,710064,0,0,0,0
50,1,725556,956808,3,0,0,0
46,1,1139440,1320020,3,2,0,1
46,2,767364,1020000,0,0,0,0
37,1,1254280,1464860,16,2,0,1
49,2,880548,1205796,5,2,0,0
50,2,751108,697148,3,2,0,1
51,1,768448,732968,3,2,0,1
28,1,449268,858000,0,0,0,0
29,1,790708,737816,3,2,0,1
54,1,604972,814244,7,5,0,1
49,1,860200,770600,3,2,0,1
36,1,751108,745772,3,2,0,1
30,2,576588,1032864,0,0,0,0
42,1,472008,806724,5,3,0,0
32,1,942432,1320000,12,3,0,0
52,1,650548,810848,8,6,0,1
48,1,820584,1025172,0,0,0,0
38,1,794956,798812,3,2,0,1
28,1,597636,1167444,2,2,0,0
37,2,784000,728636,3,2,0,1
30,1,834556,747212,3,2,0,1
45,2,326748,556800,0,0,0,0
28,1,814584,1287420,0,0,0,0
25,1,650628,856356,5,5,0,0
29,2,501808,484400,3,2,0,1
26,2,748956,1054956,4,4,0,0
38,1,486208,442880,5,4,0,1
43,1,826584,960000,15,5,0,0
46,2,808024,723200,11,10,0,1
33,1,1068544,1053116,17,5,0,1
41,1,655908,751560,3,0,0,0
38,1,630636,815784,4,4,0,0
33,2,1086660,1527996,0,0,0,0
38,2,831876,972000,6,5,0,0
35,2,902188,1016552,5,2,0,1
39,2,782028,927756,0,0,0,0
39,1,801508,824324,5,2,0,1
38,1,681756,915480,3,3,0,0
27,2,478728,674928,0,0,0,0
39,1,550548,816000,2,2,0,0
39,1,739864,668792,7,5,0,1
36,2,795916,963200,3,2,0,1
51,2,775156,834584,3,2,0,1
49,1,633388,621200,3,2,0,1
48,2,669108,886176,3,2,0,0
30,1,597156,921912,0,0,0,0
43,2,790584,894000,4,3,0,0
48,1,571188,814800,5,3,0,0
31,2,735496,664448,3,2,0,1
43,2,574188,738000,0,0,0,0
42,2,743668,773672,7,4,0,1
40,2,662188,727520,13,7,0,1
33,1,636936,888168,0,0,0,0
52,1,770956,764888,8,4,0,1
34,2,727636,890000,8,4,0,1
31,1,843364,760808,8,6,0,1
49,1,435228,702000,7,0,0,0
37,1,504528,832476,0,0,0,0
37,1,731364,880380,0,0,0,0
35,2,847836,1451628,4,2,0,0
26,2,792384,1351200,0,0,0,0
31,2,711960,943560,0,0,0,0
49,2,626436,949560,0,0,0,0
28,1,702324,921240,0,0,0,0
49,1,778312,808556,3,2,0,1
34,2,822556,772520,11,9,1,1
39,2,691636,802400,5,4,0,1
33,1,794308,761660,3,2,0,1
46,2,457692,816000,3,0,0,0
39,1,585636,797004,9,7,0,0
45,2,453808,710984,3,2,0,1
44,2,824676,1078800,0,0,0,0
37,2,937804,920000,5,2,0,1
48,1,249288,535548,13,4,0,0
37,1,643908,849144,0,0,0,0
33,2,643668,894060,4,3,0,0
38,2,672988,785120,3,2,0,1
32,2,538788,822696,7,6,1,0
50,1,641740,607952,8,4,0,1
34,2,930196,938924,3,2,0,1
37,1,557340,787596,0,0,0,0
49,2,579888,701988,3,3,0,0
30,2,758556,1102752,0,0,0,0
28,2,713556,907308,3,3,0,0
42,1,672156,831840,0,0,0,0
48,2,811108,827756,3,2,0,1
47,1,436348,604400,6,4,0,1
30,2,629736,920676,0,0,0,0
32,1,440028,864876,0,0,0,0
53,2,691936,728156,5,4,0,1
35,1,538908,809208,0,0,0,0
47,1,324348,762228,0,0,0,0
45,2,583788,811188,8,5,0,0
32,1,451668,935208,2,0,0,0
36,2,315228,915360,0,0,0,0
44,2,734556,937200,5,3,0,0
50,2,882400,796412,7,2,0,1
38,2,811108,731888,5,4,0,1
26,1,802584,910320,0,0,0,0
40,2,672156,876624,0,0,0,0
36,2,773908,713240,8,7,0,1
46,2,675108,803100,0,0,0,0
40,2,437268,881592,2,2,0,0
42,2,434904,573468,3,2,0,0
34,1,696156,909624,0,0,0,0
40,2,603636,773796,0,0,0,0
36,2,376008,919344,2,0,0,0
49,1,678156,952920,0,0,0,0
55,2,691636,719588,3,2,0,1
30,1,922984,830000,3,2,0,1
42,2,685396,678596,3,2,0,1
29,2,627636,923484,2,2,0,0
46,1,830476,752912,3,2,0,1
30,2,767188,1045808,3,2,0,1
28,2,389808,920520,0,0,0,0
43,2,596728,500912,3,2,0,1
34,2,739164,887532,0,0,0,0
35,1,770184,946860,5,3,0,0
29,1,715356,1068036,7,3,0,0
44,2,909012,1164000,4,0,0,0
30,2,520728,904440,0,0,0,0
39,1,937804,997364,3,2,0,1
31,1,1046140,1058708,3,2,0,1
32,1,608436,836904,6,5,0,0
46,2,585772,684860,5,2,0,1
42,2,592536,807840,2,2,0,0
30,2,786556,752768,5,2,0,1
41,2,318640,704000,3,2,0,1
50,2,584728,720560,7,2,0,1
53,2,797356,806096,13,4,0,1
37,1,890584,803492,11,5,0,1
31,2,693108,880884,2,0,0,0
38,2,518932,519776,3,2,0,1
37,1,618036,708588,4,3,0,0
27,2,660156,840000,0,0,0,0
42,1,720436,692120,3,2,0,1
36,2,715636,663920,3,2,0,1
26,2,472608,1259904,0,0,0,0
39,1,651636,777840,3,2,0,0
38,2,906948,1256580,2,0,0,0
39,2,706936,817268,3,2,0,1
30,2,466728,1248204,0,0,0,0
27,2,677436,1136328,0,0,0,0
44,2,1047772,1205600,3,2,0,1
43,1,886984,829604,5,4,0,1
33,1,557668,656924,3,2,0,1
44,1,907828,840140,5,4,0,1
26,1,680256,817824,0,0,0,0
41,1,739936,711860,5,2,0,1
38,2,687108,929880,0,0,0,0
47,1,811108,770816,3,2,0,1
48,2,748956,901368,2,2,0,0
52,2,583528,562736,5,4,0,1
33,1,435148,692840,3,2,0,1
32,2,496728,774600,0,0,0,0
26,2,984396,1362840,0,0,0,0
51,1,799108,737156,3,2,0,1
46,1,868356,1138356,2,2,0,0
45,2,849364,939920,6,5,0,1
49,2,720732,861408,12,7,0,0
35,2,538452,747720,13,4,0,0
39,1,748936,675236,3,2,0,1
32,1,490704,766704,7,3,0,0
42,1,790428,894000,0,0,0,0
30,1,778156,743204,3,2,0,1
32,1,671508,772572,0,0,0,0
34,1,652900,725288,3,2,0,1
37,2,722556,886800,0,0,0,0
44,2,483808,782192,6,4,0,1
28,2,636828,842160,0,0,0,0
28,2,669756,792336,0,0,0,0
53,1,1091032,1052000,10,4,0,1
35,1,690708,857316,12,6,0,0
33,2,855364,1234760,5,4,0,1
49,2,755428,716000,7,5,0,1
39,2,738556,738848,3,2,0,1
35,2,409668,869664,5,5,0,0
45,2,866584,886256,6,5,0,1
47,2,547200,768264,2,0,0,0
44,1,846364,800000,3,2,0,1
31,2,536028,750288,0,0,0,0
50,2,608916,857916,0,0,0,0
49,1,701364,807276,3,3,0,0
43,1,639348,763116,0,0,0,0
35,1,784156,790052,5,2,0,1
27,2,873804,1216128,0,0,0,0
32,1,708564,923400,4,2,0,0
28,1,345408,660360,2,0,0,0
34,2,649224,918156,0,0,0,0
44,2,663108,777672,3,2,0,0
53,1,694636,600152,3,2,0,1
24,2,881004,1111716,4,2,0,0
30,2,711108,889908,10,3,0,0
32,1,696156,791640,9,4,0,0
29,2,1062232,1251080,3,2,0,1
27,1,627636,787392,4,3,0,0
35,1,865476,1425168,5,2,0,0
35,1,572940,897600,9,4,0,0
37,1,703636,708344,3,2,0,1
42,2,777228,1162512,2,0,0,0
39,1,920584,929072,8,4,0,1
48,2,696708,894492,2,0,0,0
43,2,588936,772236,0,0,0,0
46,2,654156,854244,8,4,0,0
46,2,664000,714632,3,2,0,1
26,1,684156,791364,0,0,0,0
34,1,695916,1114440,0,0,0,0
34,1,834556,747044,6,5,0,1
47,2,553980,832056,0,0,0,0
41,1,580188,753768,0,0,0,0
26,1,1001196,1580844,2,0,0,0
36,1,619836,875556,2,2,0,0
32,1,859756,983252,3,2,0,1
25,2,861804,1189092,0,0,0,0
43,2,530988,681600,2,2,0,0
29,1,743364,930000,3,0,0,0
25,2,832404,1137720,0,0,0,0
49,2,654708,793464,0,0,0,0
34,1,669108,817272,2,2,0,0
38,2,819364,733904,3,2,0,1
48,2,684156,888132,0,0,0,0
30,1,802428,941688,0,0,0,0
45,2,740268,937872,0,0,0,0
30,1,846556,1225760,3,2,0,1
41,2,377808,780060,2,0,0,0
38,2,603636,789912,9,4,0,0
31,2,639636,838464,0,0,0,0
35,1,620436,804000,3,2,0,0
50,1,1163212,1267772,3,2,0,1
43,1,804556,1124000,6,5,0,1
32,2,923524,1083320,5,4,0,1
35,2,537268,536000,3,2,0,1
44,2,556188,786720,5,3,0,0
38,2,472728,880680,2,2,0,0
32,2,742164,912876,10,2,0,0
31,1,1091032,1301528,6,2,0,1
37,2,397692,968832,0,0,0,0
33,2,501808,503912,6,5,0,1
30,1,762628,700556,3,2,0,1
34,1,760156,692684,3,2,0,1
37,2,413268,728784,3,0,0,0
29,2,776028,955080,3,3,0,0
37,2,639636,832800,3,3,0,0
45,1,834556,736400,5,2,0,1
49,2,869484,1279680,4,3,0,0
54,2,979180,1108568,13,7,0,1
26,2,704568,1397856,0,0,0,0
36,2,731944,754916,3,2,0,1
37,1,441300,810672,2,2,0,0
31,2,1039012,1778240,3,2,0,1
26,2,693108,822504,0,0,0,0
38,1,609636,781200,9,4,0,0
30,2,769108,673700,3,2,0,1
39,2,1250788,1994528,3,2,0,1
27,2,699576,2298576,0,0,0,0
28,1,586188,907200,2,2,0,0
34,1,886228,856448,13,5,0,1
31,2,544188,878220,2,0,0,0
28,1,633636,771576,0,0,0,0
51,1,798556,731444,6,5,0,1
51,2,946876,1000376,14,7,0,1
29,1,658308,837360,0,0,0,0
30,1,663108,869748,3,3,0,0
33,1,1140280,1496084,3,2,0,1
34,2,693108,1176648,17,2,0,0
39,1,763108,694220,3,2,0,1
42,2,1156756,1702124,3,2,0,1
28,1,895812,1223712,0,0,0,0
47,2,612936,939636,2,2,0,0
33,2,608728,739616,5,2,0,1
40,2,1257156,2074788,2,2,0,0
50,2,718036,695840,6,5,0,1
37,1,574188,853428,0,0,0,0
31,1,715636,728516,3,2,0,1
33,1,758556,928548,0,0,0,0
37,2,727636,754580,19,6,0,1
42,1,608436,826752,0,0,0,0
41,2,490728,813600,0,0,0,0
46,2,892984,1043456,3,2,0,1
28,1,870204,1226484,0,0,0,0
43,1,777508,722720,6,4,0,1
38,2,1034988,1509360,3,2,0,0
43,1,831916,759200,7,2,0,1
28,2,840276,1065108,4,3,0,0
32,2,766584,1106400,0,0,0,0
48,1,708576,864000,0,0,0,0
45,2,714136,746000,6,4,0,1
51,2,661000,700640,3,2,0,1
26,1,470868,934200,0,0,0,0
24,2,532188,945732,0,0,0,0
36,2,580188,873864,0,0,0,0
48,1,754956,866616,17,8,0,0
35,2,660156,958572,0,0,0,0
31,2,776692,771572,3,2,0,1
29,1,646956,832800,0,0,0,0
39,2,751636,733808,5,2,0,1
40,2,603636,756840,4,2,0,0
29,2,520728,724680,0,0,0,0
33,1,603636,834000,0,0,0,0
43,1,693108,783600,0,0,0,0
38,1,603636,811560,0,0,0,0
43,1,679908,853428,0,0,0,0
30,1,982276,1227200,5,4,0,1
34,1,620728,575840,3,2,0,1
34,1,777688,714800,3,2,0,1
41,2,822556,735560,6,5,0,1
26,1,538188,740256,0,0,0,0
36,2,484728,756816,0,0,0,0
42,1,644244,898980,0,0,0,0
38,2,846556,843800,5,4,0,1
34,1,663108,870000,0,0,0,0
30,1,733200,832836,0,0,0,0
37,1,650556,798228,0,0,0,0
40,2,532336,737720,3,2,0,1
39,1,629736,774720,0,0,0,0
34,2,849040,812000,16,10,0,1
46,2,536460,723312,2,2,0,0
45,1,520728,749640,0,0,0,0
34,2,514728,653448,0,0,0,0
31,2,532188,866640,0,0,0,0
50,2,407268,533292,0,0,0,0
43,2,740116,770000,3,2,0,1
39,1,608196,836340,0,0,0,0
34,2,565740,881388,0,0,0,0
30,1,811108,890000,3,2,0,1
40,1,538188,674796,0,0,0,0
35,1,442348,718112,3,2,0,1
33,1,543268,710672,10,4,0,1
40,2,882028,797804,8,5,0,1
33,1,645108,773916,5,0,0,0
46,1,598260,741456,16,8,0,0
31,2,754188,1036776,0,0,0,0
34,1,888468,1161408,0,0,0,0
40,1,779908,719240,3,2,0,1
31,1,532728,924000,0,0,0,0
26,2,568188,956496,0,0,0,0
53,1,757108,737600,8,4,0,1
31,1,608728,940652,3,2,0,1
32,2,721636,709364,3,2,0,1
39,2,724936,617528,9,4,0,1
42,2,870556,839828,3,2,0,1
43,1,967804,1049348,5,4,0,1
35,1,499128,836712,2,0,0,0
34,2,492408,939828,2,2,0,0
55,1,700000,640400,5,4,0,1
26,2,632436,785868,0,0,0,0
34,2,867804,1026000,8,7,0,0
43,2,761364,1241928,9,5,0,0
44,1,882028,957740,6,4,0,1
